wind_speed_kmh,rainfall_mm,temperature_c,humidity_percent,storm,risk_score,risk_level,recommended_sensitivity
49.54,9.66,34.72,100.0,0,57.97,HIGH_RISK,LOW
9.68,3.05,20.83,68.56,0,11.98,LOW_RISK,HIGH
24.5,1.5,22.08,82.56,0,21.79,LOW_RISK,HIGH
48.14,4.37,29.78,63.66,0,37.29,MEDIUM_RISK,MEDIUM
29.42,5.01,26.29,44.33,0,16.92,LOW_RISK,HIGH
27.98,5.94,38.17,97.1,0,33.1,LOW_RISK,HIGH
17.47,6.17,30.38,64.26,0,16.65,LOW_RISK,HIGH
12.83,6.14,17.01,34.13,0,14.15,LOW_RISK,HIGH
19.92,3.11,26.55,100.0,0,37.4,MEDIUM_RISK,MEDIUM
32.32,21.5,17.51,61.29,0,53.11,MEDIUM_RISK,MEDIUM
16.84,2.67,26.65,100.0,0,38.07,MEDIUM_RISK,MEDIUM
15.9,7.53,29.96,66.87,0,16.41,LOW_RISK,HIGH
8.88,8.43,21.19,84.12,0,24.08,LOW_RISK,HIGH
8.23,7.52,27.32,79.5,0,22.21,LOW_RISK,HIGH
65.3,22.51,18.24,89.72,1,87.53,HIGH_RISK,LOW
20.36,21.05,30.53,100.0,1,62.24,HIGH_RISK,LOW
19.87,10.13,28.1,88.32,1,58.69,HIGH_RISK,LOW
24.65,8.44,15.57,60.77,0,34.19,LOW_RISK,HIGH
26.51,1.27,25.59,34.0,0,18.85,LOW_RISK,HIGH
14.2,20.14,31.44,91.18,0,43.65,MEDIUM_RISK,MEDIUM
42.71,4.17,28.83,45.96,1,43.65,MEDIUM_RISK,MEDIUM
39.05,3.87,24.98,58.14,0,32.41,LOW_RISK,HIGH
30.52,7.77,18.54,57.8,0,39.64,MEDIUM_RISK,MEDIUM
44.92,7.21,37.09,43.79,0,30.68,LOW_RISK,HIGH
10.01,27.4,32.14,43.33,0,32.36,LOW_RISK,HIGH
6.91,7.63,43.67,37.84,0,19.72,LOW_RISK,HIGH
22.23,8.01,41.5,66.16,0,31.22,LOW_RISK,HIGH
19.46,8.57,26.52,33.82,0,29.84,LOW_RISK,HIGH
25.7,2.92,23.73,100.0,0,41.14,MEDIUM_RISK,MEDIUM
38.02,11.0,15.76,20.0,0,48.64,MEDIUM_RISK,MEDIUM
24.52,5.73,28.18,43.49,0,14.73,LOW_RISK,HIGH
32.26,3.85,26.32,68.08,1,47.67,MEDIUM_RISK,MEDIUM
24.97,4.92,25.32,86.81,1,49.2,MEDIUM_RISK,MEDIUM
51.18,3.45,38.14,28.39,1,63.44,HIGH_RISK,LOW
13.74,5.84,18.82,72.03,0,12.59,LOW_RISK,HIGH
64.1,6.92,12.82,67.48,0,51.34,MEDIUM_RISK,MEDIUM
26.81,9.23,41.22,89.7,1,63.31,HIGH_RISK,LOW
7.23,0.54,31.16,73.71,0,12.96,LOW_RISK,HIGH
10.64,6.52,19.27,70.73,0,19.79,LOW_RISK,HIGH
18.13,8.44,23.61,100.0,0,42.72,MEDIUM_RISK,MEDIUM
21.62,7.5,22.07,93.38,0,37.8,MEDIUM_RISK,MEDIUM
36.99,4.71,25.85,66.73,0,38.05,MEDIUM_RISK,MEDIUM
7.65,8.21,29.42,72.05,0,29.9,LOW_RISK,HIGH
31.31,4.33,29.14,70.11,0,39.34,MEDIUM_RISK,MEDIUM
29.58,5.0,20.32,49.26,0,19.29,LOW_RISK,HIGH
16.24,6.29,34.24,88.33,0,40.35,MEDIUM_RISK,MEDIUM
16.36,1.81,26.47,68.37,0,13.16,LOW_RISK,HIGH
22.32,8.68,30.49,20.0,0,34.52,LOW_RISK,HIGH
28.23,12.03,29.96,53.0,0,32.15,LOW_RISK,HIGH
17.27,0.6,34.5,74.77,0,23.23,LOW_RISK,HIGH
34.88,8.59,38.28,82.32,0,46.47,MEDIUM_RISK,MEDIUM
27.44,7.21,10.6,81.02,0,31.3,LOW_RISK,HIGH
10.66,8.24,32.34,75.81,0,23.63,LOW_RISK,HIGH
11.56,3.76,29.64,33.55,0,15.02,LOW_RISK,HIGH
12.62,5.06,29.34,55.94,0,13.13,LOW_RISK,HIGH
36.17,1.69,28.19,69.49,1,42.04,MEDIUM_RISK,MEDIUM
32.85,3.07,21.33,65.4,1,48.51,MEDIUM_RISK,MEDIUM
51.1,2.94,21.53,100.0,0,55.97,HIGH_RISK,LOW
14.41,1.8,35.06,60.08,0,9.24,LOW_RISK,HIGH
8.26,8.41,30.15,87.08,1,48.86,MEDIUM_RISK,MEDIUM
27.69,4.72,31.36,93.16,0,35.76,MEDIUM_RISK,MEDIUM
16.21,6.24,18.62,71.49,0,31.63,LOW_RISK,HIGH
11.84,5.92,37.77,41.83,0,11.01,LOW_RISK,HIGH
69.24,23.18,16.83,54.21,0,69.75,HIGH_RISK,LOW
19.65,9.56,26.3,100.0,0,41.18,MEDIUM_RISK,MEDIUM
24.55,3.28,20.44,63.67,0,23.65,LOW_RISK,HIGH
30.59,4.18,19.94,70.51,0,44.53,MEDIUM_RISK,MEDIUM
8.59,2.11,31.88,88.25,0,25.66,LOW_RISK,HIGH
32.08,3.6,30.18,28.83,0,28.87,LOW_RISK,HIGH
49.58,6.12,12.29,56.52,0,37.81,MEDIUM_RISK,MEDIUM
35.01,7.54,16.72,69.27,0,47.96,MEDIUM_RISK,MEDIUM
25.45,6.87,32.66,66.55,0,24.18,LOW_RISK,HIGH
40.63,3.96,27.74,88.36,0,46.01,MEDIUM_RISK,MEDIUM
33.44,8.17,26.85,49.27,0,41.43,MEDIUM_RISK,MEDIUM
52.47,2.54,33.73,39.58,1,55.83,HIGH_RISK,LOW
33.42,8.69,29.03,56.33,0,39.28,MEDIUM_RISK,MEDIUM
18.66,3.58,28.82,100.0,0,28.76,LOW_RISK,HIGH
16.3,3.62,33.74,91.81,0,27.8,LOW_RISK,HIGH
10.05,8.52,33.13,44.57,0,19.76,LOW_RISK,HIGH
32.43,12.05,13.05,60.83,0,49.95,MEDIUM_RISK,MEDIUM
6.85,4.7,18.48,52.19,0,14.54,LOW_RISK,HIGH
22.95,21.55,37.85,86.21,0,54.18,MEDIUM_RISK,MEDIUM
5.97,8.27,34.56,81.55,0,26.96,LOW_RISK,HIGH
13.48,5.97,25.3,92.79,0,27.13,LOW_RISK,HIGH
38.15,1.92,16.38,46.63,0,28.41,LOW_RISK,HIGH
11.84,3.87,31.16,52.03,0,18.75,LOW_RISK,HIGH
25.28,9.17,31.41,77.74,0,40.26,MEDIUM_RISK,MEDIUM
6.66,7.23,42.17,67.31,0,11.89,LOW_RISK,HIGH
15.69,3.5,18.3,90.71,1,44.68,MEDIUM_RISK,MEDIUM
7.07,11.73,29.0,99.94,0,34.02,LOW_RISK,HIGH
14.52,2.76,30.07,45.09,0,13.07,LOW_RISK,HIGH
17.69,9.22,28.86,50.83,0,35.67,MEDIUM_RISK,MEDIUM
22.82,5.39,27.52,75.63,0,25.36,LOW_RISK,HIGH
45.21,6.65,22.31,61.18,0,40.66,MEDIUM_RISK,MEDIUM
18.39,7.25,26.82,88.17,0,36.47,MEDIUM_RISK,MEDIUM
5.43,4.99,26.97,63.52,0,15.73,LOW_RISK,HIGH
33.26,9.02,38.23,62.36,0,42.52,MEDIUM_RISK,MEDIUM
50.62,4.4,27.4,28.99,1,52.65,MEDIUM_RISK,MEDIUM
26.61,13.5,16.79,60.86,0,32.83,LOW_RISK,HIGH
22.54,9.65,39.41,79.69,0,36.83,MEDIUM_RISK,MEDIUM
35.63,6.14,24.35,37.93,0,35.31,MEDIUM_RISK,MEDIUM
25.24,2.32,22.67,33.82,0,20.87,LOW_RISK,HIGH
14.8,16.17,33.86,76.18,0,35.6,MEDIUM_RISK,MEDIUM
20.7,3.51,20.03,78.04,0,28.65,LOW_RISK,HIGH
33.08,25.02,26.33,56.22,0,54.03,MEDIUM_RISK,MEDIUM
16.21,16.84,25.38,62.71,1,55.61,HIGH_RISK,LOW
19.32,4.98,22.14,68.41,0,24.55,LOW_RISK,HIGH
30.02,2.61,24.13,61.85,0,31.31,LOW_RISK,HIGH
56.84,14.93,35.37,67.42,0,51.69,MEDIUM_RISK,MEDIUM
29.81,10.73,30.67,69.58,0,30.62,LOW_RISK,HIGH
27.82,0.26,30.74,61.75,0,24.57,LOW_RISK,HIGH
23.4,5.28,22.72,45.0,0,19.03,LOW_RISK,HIGH
17.73,2.37,26.25,72.47,0,29.54,LOW_RISK,HIGH
13.72,18.92,29.57,85.58,1,60.38,HIGH_RISK,LOW
22.33,9.47,27.04,45.37,0,22.99,LOW_RISK,HIGH
41.87,1.59,21.11,48.33,1,38.11,MEDIUM_RISK,MEDIUM
15.29,19.82,33.37,50.95,0,43.55,MEDIUM_RISK,MEDIUM
17.4,23.04,22.47,61.91,1,51.95,MEDIUM_RISK,MEDIUM
6.38,1.28,32.31,66.51,0,6.14,LOW_RISK,HIGH
3.71,3.5,35.79,80.91,0,16.06,LOW_RISK,HIGH
3.23,6.1,15.86,36.25,0,12.28,LOW_RISK,HIGH
14.01,9.27,32.77,82.94,0,34.21,LOW_RISK,HIGH
4.34,6.58,25.69,67.69,0,19.0,LOW_RISK,HIGH
29.38,18.32,20.79,34.3,1,65.18,HIGH_RISK,LOW
22.84,8.41,33.03,68.55,0,34.4,LOW_RISK,HIGH
13.51,1.2,22.16,76.07,0,8.85,LOW_RISK,HIGH
7.97,6.28,29.59,48.87,0,8.76,LOW_RISK,HIGH
24.93,18.66,16.42,89.28,0,48.43,MEDIUM_RISK,MEDIUM
9.0,14.3,30.43,78.4,0,36.1,MEDIUM_RISK,MEDIUM
31.61,13.76,34.69,57.66,0,37.89,MEDIUM_RISK,MEDIUM
25.6,2.81,30.24,42.02,0,25.8,LOW_RISK,HIGH
50.86,3.38,32.78,69.48,1,63.4,HIGH_RISK,LOW
21.77,1.0,10.75,82.61,0,24.7,LOW_RISK,HIGH
15.37,1.58,25.53,96.53,0,24.82,LOW_RISK,HIGH
51.81,12.85,22.78,50.45,0,54.63,MEDIUM_RISK,MEDIUM
44.71,11.06,26.38,62.78,0,46.01,MEDIUM_RISK,MEDIUM
27.54,12.56,31.21,51.82,1,47.34,MEDIUM_RISK,MEDIUM
38.13,2.12,29.58,46.57,0,34.44,LOW_RISK,HIGH
20.42,0.96,21.87,60.42,0,11.06,LOW_RISK,HIGH
18.19,0.47,29.14,84.57,0,19.81,LOW_RISK,HIGH
35.33,8.83,33.02,93.99,0,55.65,HIGH_RISK,LOW
4.6,4.23,31.79,85.47,0,20.48,LOW_RISK,HIGH
45.11,2.26,16.85,65.39,0,33.03,LOW_RISK,HIGH
32.68,2.68,29.18,89.97,0,51.9,MEDIUM_RISK,MEDIUM
21.1,2.75,26.48,53.42,0,26.26,LOW_RISK,HIGH
14.01,9.2,36.14,44.41,0,19.0,LOW_RISK,HIGH
52.5,5.88,11.08,68.85,1,59.23,HIGH_RISK,LOW
10.7,4.39,31.05,46.95,0,12.18,LOW_RISK,HIGH
10.05,12.36,30.89,66.38,0,25.77,LOW_RISK,HIGH
25.02,2.44,19.1,55.2,0,20.4,LOW_RISK,HIGH
44.02,2.61,36.3,31.74,0,36.6,MEDIUM_RISK,MEDIUM
8.31,6.29,39.56,32.9,0,18.24,LOW_RISK,HIGH
25.27,3.1,31.58,82.93,0,21.02,LOW_RISK,HIGH
23.84,1.24,23.53,67.33,0,12.83,LOW_RISK,HIGH
24.51,15.22,25.58,30.67,1,52.57,MEDIUM_RISK,MEDIUM
18.51,7.04,36.79,55.2,0,24.11,LOW_RISK,HIGH
28.43,1.02,19.69,48.83,0,14.2,LOW_RISK,HIGH
13.13,12.85,28.8,57.44,0,28.8,LOW_RISK,HIGH
31.6,7.66,31.69,81.34,0,42.69,MEDIUM_RISK,MEDIUM
12.15,9.01,29.82,74.35,0,29.56,LOW_RISK,HIGH
59.3,5.03,33.15,32.43,1,60.79,HIGH_RISK,LOW
21.36,5.51,22.43,94.51,0,37.22,MEDIUM_RISK,MEDIUM
23.9,0.81,31.47,63.33,0,14.18,LOW_RISK,HIGH
10.61,4.3,18.3,48.28,0,7.03,LOW_RISK,HIGH
14.56,11.46,17.29,81.13,0,26.51,LOW_RISK,HIGH
24.65,10.9,27.51,98.36,0,41.94,MEDIUM_RISK,MEDIUM
9.99,7.44,29.38,41.7,0,7.98,LOW_RISK,HIGH
54.99,2.3,36.29,100.0,0,47.85,MEDIUM_RISK,MEDIUM
23.43,2.66,16.93,34.84,0,24.82,LOW_RISK,HIGH
14.31,2.78,23.86,90.16,1,40.39,MEDIUM_RISK,MEDIUM
20.04,6.69,28.49,100.0,0,37.08,MEDIUM_RISK,MEDIUM
15.89,10.65,28.61,54.89,0,34.38,LOW_RISK,HIGH
58.1,7.78,25.68,69.12,1,59.03,HIGH_RISK,LOW
14.59,3.55,41.2,80.9,0,14.99,LOW_RISK,HIGH
6.11,1.29,20.39,52.43,0,13.93,LOW_RISK,HIGH
17.34,5.95,22.89,100.0,1,44.32,MEDIUM_RISK,MEDIUM
29.57,7.86,18.44,70.13,0,30.21,LOW_RISK,HIGH
22.08,5.43,26.61,44.28,0,14.99,LOW_RISK,HIGH
23.93,11.15,40.24,64.9,0,35.13,MEDIUM_RISK,MEDIUM
5.86,15.8,33.52,45.03,1,37.4,MEDIUM_RISK,MEDIUM
5.65,5.64,31.51,60.33,0,17.94,LOW_RISK,HIGH
10.89,4.61,26.98,26.8,0,15.94,LOW_RISK,HIGH
16.18,17.52,24.82,57.39,0,42.7,MEDIUM_RISK,MEDIUM
22.31,5.21,18.54,86.21,0,39.22,MEDIUM_RISK,MEDIUM
20.46,8.57,24.83,66.08,0,31.9,LOW_RISK,HIGH
32.72,4.98,19.41,67.98,0,36.53,MEDIUM_RISK,MEDIUM
18.89,10.86,21.5,65.63,0,26.64,LOW_RISK,HIGH
24.49,2.3,23.57,51.62,0,23.1,LOW_RISK,HIGH
17.97,3.72,36.3,95.52,1,45.84,MEDIUM_RISK,MEDIUM
39.35,11.98,23.8,56.14,0,48.56,MEDIUM_RISK,MEDIUM
17.47,8.64,23.68,56.02,0,25.43,LOW_RISK,HIGH
14.03,5.99,36.31,90.76,0,21.99,LOW_RISK,HIGH
35.11,31.5,28.04,85.78,0,61.46,HIGH_RISK,LOW
25.74,4.11,40.11,68.6,0,30.37,LOW_RISK,HIGH
11.72,9.46,30.89,93.48,0,31.8,LOW_RISK,HIGH
28.05,3.03,15.42,64.53,0,29.74,LOW_RISK,HIGH
19.08,0.95,16.75,68.42,0,18.77,LOW_RISK,HIGH
25.48,18.51,38.83,71.67,0,47.85,MEDIUM_RISK,MEDIUM
14.9,1.51,18.3,93.02,0,12.25,LOW_RISK,HIGH
6.53,11.87,14.24,93.13,0,27.98,LOW_RISK,HIGH
31.93,3.18,14.54,100.0,0,39.44,MEDIUM_RISK,MEDIUM
12.79,8.3,35.33,37.02,0,12.55,LOW_RISK,HIGH
18.03,6.93,30.18,67.33,0,23.23,LOW_RISK,HIGH
10.76,1.83,30.07,71.38,0,12.62,LOW_RISK,HIGH
73.08,0.75,18.58,60.26,1,53.38,MEDIUM_RISK,MEDIUM
55.59,12.33,21.5,48.87,0,47.74,MEDIUM_RISK,MEDIUM
27.63,3.16,35.91,69.35,0,23.16,LOW_RISK,HIGH
35.91,4.33,36.52,70.57,0,29.57,LOW_RISK,HIGH
20.9,6.65,17.45,97.06,1,50.86,MEDIUM_RISK,MEDIUM
17.74,2.47,33.27,52.58,0,27.42,LOW_RISK,HIGH
21.16,7.82,20.05,60.46,0,23.71,LOW_RISK,HIGH
3.22,13.07,22.65,76.88,0,31.32,LOW_RISK,HIGH
30.07,11.63,19.45,82.24,0,47.23,MEDIUM_RISK,MEDIUM
36.55,1.84,20.82,66.83,0,25.46,LOW_RISK,HIGH
65.17,6.05,19.94,66.92,0,46.65,MEDIUM_RISK,MEDIUM
26.8,5.5,17.52,100.0,0,35.98,MEDIUM_RISK,MEDIUM
19.58,3.6,20.45,57.33,0,17.17,LOW_RISK,HIGH
52.33,1.56,34.73,61.88,0,38.26,MEDIUM_RISK,MEDIUM
21.34,17.43,13.78,63.43,0,40.72,MEDIUM_RISK,MEDIUM
26.04,3.82,39.77,64.47,0,20.4,LOW_RISK,HIGH
10.6,5.71,28.97,100.0,0,25.26,LOW_RISK,HIGH
9.05,3.6,30.85,74.35,0,20.41,LOW_RISK,HIGH
9.06,13.58,27.19,54.04,0,27.11,LOW_RISK,HIGH
18.09,1.38,25.93,81.8,0,19.14,LOW_RISK,HIGH
33.28,2.73,28.83,73.58,0,44.05,MEDIUM_RISK,MEDIUM
55.92,3.68,14.72,70.93,0,52.47,MEDIUM_RISK,MEDIUM
42.72,11.36,35.74,83.54,0,55.31,HIGH_RISK,LOW
62.68,3.0,28.41,70.66,1,70.71,HIGH_RISK,LOW
21.98,1.44,22.15,43.65,0,11.49,LOW_RISK,HIGH
15.44,4.29,28.21,87.3,0,41.81,MEDIUM_RISK,MEDIUM
49.15,13.3,17.33,33.4,1,65.27,HIGH_RISK,LOW
36.63,4.18,20.57,58.58,0,34.87,LOW_RISK,HIGH
8.71,0.49,33.19,41.15,0,10.46,LOW_RISK,HIGH
11.4,9.96,13.01,93.7,1,57.37,HIGH_RISK,LOW
52.84,5.17,21.29,46.9,1,46.32,MEDIUM_RISK,MEDIUM
19.57,2.01,36.38,54.43,0,26.48,LOW_RISK,HIGH
5.57,3.03,25.95,83.34,0,24.06,LOW_RISK,HIGH
33.15,4.68,5.0,37.19,0,39.37,MEDIUM_RISK,MEDIUM
48.64,2.77,17.33,56.25,0,39.76,MEDIUM_RISK,MEDIUM
22.26,20.04,37.57,65.95,0,40.25,MEDIUM_RISK,MEDIUM
13.15,2.59,20.5,53.15,0,16.62,LOW_RISK,HIGH
16.21,1.71,22.39,51.13,0,17.9,LOW_RISK,HIGH
33.49,3.67,29.03,100.0,0,41.18,MEDIUM_RISK,MEDIUM
25.13,5.52,33.27,74.92,0,27.39,LOW_RISK,HIGH
9.79,5.94,26.3,76.19,1,37.6,MEDIUM_RISK,MEDIUM
17.52,6.24,15.75,72.01,0,35.03,MEDIUM_RISK,MEDIUM
16.75,9.84,38.36,58.06,0,32.17,LOW_RISK,HIGH
10.49,14.27,29.93,53.91,0,21.56,LOW_RISK,HIGH
56.95,0.56,24.63,100.0,0,40.04,MEDIUM_RISK,MEDIUM
40.11,4.18,21.81,58.18,0,35.24,MEDIUM_RISK,MEDIUM
26.04,7.52,26.05,95.21,0,29.44,LOW_RISK,HIGH
18.29,9.62,31.64,78.37,0,32.04,LOW_RISK,HIGH
7.84,4.89,20.51,64.21,0,14.78,LOW_RISK,HIGH
47.34,9.97,36.92,55.77,1,69.35,HIGH_RISK,LOW
30.73,0.81,27.46,71.93,0,27.35,LOW_RISK,HIGH
7.92,9.54,34.48,88.2,0,41.93,MEDIUM_RISK,MEDIUM
24.11,6.25,28.7,56.68,0,20.68,LOW_RISK,HIGH
40.01,10.2,21.9,60.37,0,42.87,MEDIUM_RISK,MEDIUM
34.48,5.9,27.09,72.44,0,37.18,MEDIUM_RISK,MEDIUM
38.63,18.87,38.08,83.0,0,61.56,HIGH_RISK,LOW
12.55,1.91,25.41,43.43,0,4.54,LOW_RISK,HIGH
29.09,5.4,23.32,92.5,0,31.33,LOW_RISK,HIGH
11.15,1.76,17.23,45.43,0,0.0,LOW_RISK,HIGH
17.76,10.78,33.33,90.54,0,49.89,MEDIUM_RISK,MEDIUM
60.59,2.56,33.45,72.01,0,52.8,MEDIUM_RISK,MEDIUM
51.69,2.37,21.68,63.14,0,39.02,MEDIUM_RISK,MEDIUM
31.46,13.0,23.44,79.53,0,48.72,MEDIUM_RISK,MEDIUM
29.33,10.43,45.0,34.03,0,36.95,MEDIUM_RISK,MEDIUM
27.78,1.21,7.41,81.05,0,25.46,LOW_RISK,HIGH
19.4,3.9,17.22,100.0,0,34.41,LOW_RISK,HIGH
25.55,5.75,42.71,67.74,0,22.3,LOW_RISK,HIGH
22.49,8.1,37.53,67.15,0,30.77,LOW_RISK,HIGH
18.6,10.0,27.1,78.65,0,33.14,LOW_RISK,HIGH
31.95,1.26,17.02,63.47,0,26.63,LOW_RISK,HIGH
47.8,6.1,30.37,40.57,0,46.89,MEDIUM_RISK,MEDIUM
15.56,3.23,32.05,86.89,0,31.6,LOW_RISK,HIGH
22.32,14.6,32.8,68.69,0,37.13,MEDIUM_RISK,MEDIUM
43.55,8.59,21.93,51.07,1,51.88,MEDIUM_RISK,MEDIUM
46.28,22.27,34.29,69.47,0,60.21,HIGH_RISK,LOW
10.12,6.82,29.54,90.26,1,35.72,MEDIUM_RISK,MEDIUM
12.17,2.93,21.65,81.88,0,24.6,LOW_RISK,HIGH
15.21,1.14,23.5,100.0,1,38.85,MEDIUM_RISK,MEDIUM
6.35,12.14,22.5,63.29,0,26.92,LOW_RISK,HIGH
23.28,9.65,19.43,33.34,0,35.7,MEDIUM_RISK,MEDIUM
28.96,15.18,32.39,95.11,1,68.51,HIGH_RISK,LOW
75.94,3.72,15.29,55.7,0,50.5,MEDIUM_RISK,MEDIUM
19.37,6.89,35.82,41.18,0,22.3,LOW_RISK,HIGH
56.9,4.94,31.53,69.83,1,59.43,HIGH_RISK,LOW
49.39,2.33,36.9,21.96,1,58.23,HIGH_RISK,LOW
29.54,1.94,31.05,83.97,0,21.91,LOW_RISK,HIGH
7.41,5.7,28.18,72.1,0,21.47,LOW_RISK,HIGH
36.91,2.69,22.12,54.07,0,34.76,LOW_RISK,HIGH
20.67,4.02,31.7,22.91,0,24.45,LOW_RISK,HIGH
20.8,1.12,24.39,97.75,0,23.71,LOW_RISK,HIGH
54.59,11.71,27.65,55.98,1,64.22,HIGH_RISK,LOW
12.62,2.76,26.02,64.06,0,14.63,LOW_RISK,HIGH
15.34,8.84,40.06,70.69,0,50.11,MEDIUM_RISK,MEDIUM
22.65,3.78,8.27,70.95,0,36.82,MEDIUM_RISK,MEDIUM
44.29,3.04,24.2,81.12,0,41.75,MEDIUM_RISK,MEDIUM
31.21,7.51,22.35,92.11,0,56.04,HIGH_RISK,LOW
17.43,1.55,19.2,20.0,0,10.48,LOW_RISK,HIGH
20.13,6.86,31.01,65.69,0,19.22,LOW_RISK,HIGH
24.5,0.93,36.86,92.89,0,27.36,LOW_RISK,HIGH
36.92,7.33,37.74,67.83,0,33.28,LOW_RISK,HIGH
35.95,7.6,20.82,50.2,0,31.46,LOW_RISK,HIGH
12.33,8.51,25.76,44.48,0,18.68,LOW_RISK,HIGH
5.65,3.23,20.92,76.77,0,17.53,LOW_RISK,HIGH
10.99,15.19,18.95,89.45,1,62.6,HIGH_RISK,LOW
11.63,1.42,38.79,64.28,0,10.66,LOW_RISK,HIGH
9.55,13.32,34.47,57.56,0,26.33,LOW_RISK,HIGH
33.57,5.49,33.48,44.23,0,34.76,LOW_RISK,HIGH
39.36,31.86,35.84,66.97,0,57.68,HIGH_RISK,LOW
11.87,9.6,32.57,43.71,1,39.38,MEDIUM_RISK,MEDIUM
12.75,9.01,36.94,80.7,0,33.5,LOW_RISK,HIGH
20.02,3.96,23.0,97.39,0,30.57,LOW_RISK,HIGH
30.98,18.08,19.52,79.41,1,79.29,HIGH_RISK,LOW
54.07,6.25,38.1,50.43,0,44.23,MEDIUM_RISK,MEDIUM
6.03,3.64,35.06,57.97,1,30.38,LOW_RISK,HIGH
10.1,4.41,14.91,75.94,0,17.75,LOW_RISK,HIGH
25.17,2.6,23.69,32.06,0,18.39,LOW_RISK,HIGH
13.9,10.48,31.7,80.47,0,24.61,LOW_RISK,HIGH
40.19,2.76,27.89,40.18,0,35.49,MEDIUM_RISK,MEDIUM
15.14,19.99,17.16,60.68,1,60.22,HIGH_RISK,LOW
26.52,3.83,33.32,65.14,0,21.67,LOW_RISK,HIGH
9.37,9.67,38.28,79.79,0,38.52,MEDIUM_RISK,MEDIUM
33.41,0.99,19.24,85.64,0,40.22,MEDIUM_RISK,MEDIUM
26.12,3.14,32.04,59.99,0,18.76,LOW_RISK,HIGH
21.06,21.82,12.49,92.84,1,69.29,HIGH_RISK,LOW
47.38,10.63,23.4,67.66,0,48.82,MEDIUM_RISK,MEDIUM
49.24,7.27,18.98,59.29,1,56.39,HIGH_RISK,LOW
21.31,7.13,25.49,54.42,0,20.92,LOW_RISK,HIGH
22.01,2.34,14.75,100.0,0,42.9,MEDIUM_RISK,MEDIUM
33.24,4.64,15.64,57.41,0,33.88,LOW_RISK,HIGH
40.86,9.57,30.52,67.1,0,45.15,MEDIUM_RISK,MEDIUM
44.4,2.82,14.16,49.27,0,31.97,LOW_RISK,HIGH
41.44,4.68,33.66,21.31,0,36.55,MEDIUM_RISK,MEDIUM
14.38,5.35,25.64,68.18,0,15.22,LOW_RISK,HIGH
15.14,11.63,32.22,58.0,0,35.3,MEDIUM_RISK,MEDIUM
14.88,1.74,36.06,61.98,0,4.94,LOW_RISK,HIGH
31.98,20.58,17.45,72.68,1,70.96,HIGH_RISK,LOW
16.4,2.32,40.69,53.09,0,25.31,LOW_RISK,HIGH
30.69,3.39,24.68,30.87,0,22.57,LOW_RISK,HIGH
8.03,1.39,20.16,66.4,0,5.99,LOW_RISK,HIGH
31.46,5.11,29.55,74.53,0,44.08,MEDIUM_RISK,MEDIUM
10.74,6.11,18.31,70.47,0,17.18,LOW_RISK,HIGH
10.97,7.7,20.6,100.0,0,23.04,LOW_RISK,HIGH
10.7,10.47,14.13,24.51,1,41.19,MEDIUM_RISK,MEDIUM
33.23,13.42,16.01,62.22,1,63.22,HIGH_RISK,LOW
21.08,4.05,39.9,65.49,0,31.05,LOW_RISK,HIGH
17.83,9.47,31.11,42.72,0,26.52,LOW_RISK,HIGH
30.78,6.31,30.22,43.36,0,32.99,LOW_RISK,HIGH
9.18,7.7,29.51,20.15,0,14.24,LOW_RISK,HIGH
7.14,4.21,30.48,61.79,0,12.64,LOW_RISK,HIGH
13.57,9.14,19.76,63.7,0,22.79,LOW_RISK,HIGH
28.93,4.72,25.66,72.33,0,16.43,LOW_RISK,HIGH
12.08,1.77,27.01,74.41,0,13.73,LOW_RISK,HIGH
26.53,5.52,34.12,47.34,0,15.24,LOW_RISK,HIGH
29.31,2.36,32.65,82.83,0,29.1,LOW_RISK,HIGH
25.78,7.78,33.21,63.82,0,22.37,LOW_RISK,HIGH
71.46,9.83,30.32,60.42,0,49.92,MEDIUM_RISK,MEDIUM
32.62,7.69,25.85,71.31,0,43.04,MEDIUM_RISK,MEDIUM
71.66,20.45,17.45,55.8,1,77.74,HIGH_RISK,LOW
65.94,4.65,22.29,39.43,0,49.76,MEDIUM_RISK,MEDIUM
18.1,11.91,33.02,68.95,0,36.28,MEDIUM_RISK,MEDIUM
29.49,5.5,9.63,41.34,0,17.65,LOW_RISK,HIGH
4.1,6.38,20.42,60.46,0,9.56,LOW_RISK,HIGH
8.74,6.04,11.76,59.99,0,10.37,LOW_RISK,HIGH
3.2,21.2,30.96,36.45,0,30.88,LOW_RISK,HIGH
25.76,9.97,22.93,69.33,0,26.81,LOW_RISK,HIGH
33.26,14.64,11.31,100.0,0,59.01,HIGH_RISK,LOW
34.83,3.61,45.0,39.78,0,35.91,MEDIUM_RISK,MEDIUM
2.47,5.85,15.87,67.26,0,15.43,LOW_RISK,HIGH
6.91,14.55,31.22,68.15,0,24.39,LOW_RISK,HIGH
20.6,7.61,32.35,72.51,0,26.74,LOW_RISK,HIGH
44.31,6.69,30.91,67.42,0,37.12,MEDIUM_RISK,MEDIUM
21.02,13.51,35.7,69.71,0,40.72,MEDIUM_RISK,MEDIUM
28.83,1.02,31.19,58.18,0,12.56,LOW_RISK,HIGH
7.69,13.26,26.66,57.45,0,18.96,LOW_RISK,HIGH
13.07,10.91,18.45,89.21,0,33.64,LOW_RISK,HIGH
31.15,17.63,30.63,35.09,0,46.05,MEDIUM_RISK,MEDIUM
